"","sigpe","sigpb","ncase","rho","rel","rpe.cor","p.pe","sig.pe","rpb.cor","p.pb","sig.pb","sigpe.1","sigpb.1","x"
"1",0,0,20,0,0.3,-0.0101450102087683,0.549227351768001,0,-0.00960763336797756,0.526618129120337,0,0,0,94
"2",1,0,20,0,0.3,-0.203892544227894,0.0278111167636927,1,-0.115954019689807,0.334095967969005,0,1,0,3
"3",0,1,20,0,0.3,-0.430273880016778,0.0582669519732123,0,-0.565152316770007,0.00941439940288868,1,0,1,1
"4",1,1,20,0,0.3,-0.00223209027385066,0.0261690717791564,1,0.0159008951268315,0.0303647905212014,1,1,1,2
"5",0,0,20,0.5,0.3,0.12295392792694,0.477094786842978,0,0.0793291878030125,0.55872275664628,0,0,0,88
"6",1,0,20,0.5,0.3,0.263583583894155,0.0197440490290898,1,0.179371819800926,0.093404287957658,0,1,0,4
"7",0,1,20,0.5,0.3,0.298885835609713,0.225247471197459,0,0.304895625260234,0.0341102316393741,1,0,1,5
"8",1,1,20,0.5,0.3,0.51832173000343,0.0205793106325989,1,0.508814620606008,0.0300201396886023,1,1,1,3
"9",0,0,20,0,0.4,-0.0049547011039408,0.544809708113049,0,-0.0121595261792803,0.506749168308343,0,0,0,90
"10",1,0,20,0,0.4,-0.00771698327315197,0.0272964751928649,1,0.0092824789062307,0.157548138837709,0,1,0,6
"11",0,1,20,0,0.4,-0.386131115886763,0.0957359166102974,0,-0.474460760177348,0.0360129963619666,1,0,1,2
"12",1,1,20,0,0.4,-0.52955951132427,0.0171594175342154,1,-0.527718020531017,0.0182359219940354,1,1,1,2
"13",0,0,20,0.5,0.4,0.13683652866081,0.497772006733947,0,0.0831567310828618,0.563130684655939,0,0,0,89
"14",1,0,20,0.5,0.4,0.475432655110928,0.035407436829777,1,0.374437740145664,0.114076430857071,0,1,0,4
"15",0,1,20,0.5,0.4,0.383509420887512,0.0958810940263963,0,0.481292578670537,0.0334728137332284,1,0,1,2
"16",1,1,20,0.5,0.4,0.536826933202744,0.0185776698693866,1,0.493676713856793,0.028882681644735,1,1,1,5
"17",0,0,20,0,0.5,-0.00357004188618431,0.47606484085721,0,-0.0102529334571649,0.500859376985488,0,0,0,95
"18",1,0,20,0,0.5,0.174100702207423,0.0259444549016868,1,-0.0219678673353874,0.36272250877381,0,1,0,3
"19",0,1,20,0,0.5,0.0308305218935831,0.220715983484354,0,-0.000400529774691349,0.0351496136659166,1,0,1,2
"20",0,0,20,0.5,0.5,0.133467057219709,0.5251879411631,0,0.104739483772154,0.547821605967347,0,0,0,74
"21",1,0,20,0.5,0.5,0.512728842097015,0.0233622628320584,1,0.320118380407261,0.207338227086707,0,1,0,13
"22",0,1,20,0.5,0.5,0.305573829017309,0.232839447445082,0,0.509402387304688,0.0253147521683438,1,0,1,5
"23",1,1,20,0.5,0.5,0.576287679707184,0.0113966160613462,1,0.562130425070717,0.0138924678298223,1,1,1,8
"24",0,0,20,0,0.6,0.00327125247039336,0.479385083054515,0,-0.0220472627738517,0.479468581027482,0,0,0,93
"25",1,0,20,0,0.6,-0.491086536429492,0.0278933766259989,1,-0.310336098378662,0.182971109832758,0,1,0,1
"26",0,1,20,0,0.6,-0.163633736071933,0.207447238659296,0,-0.332721349794733,0.0246014546739033,1,0,1,5
"27",1,1,20,0,0.6,-0.682355252782957,0.000917685526536591,1,-0.564400952030295,0.00953046837178257,1,1,1,1
"28",0,0,20,0.5,0.6,0.218876961098116,0.373442914594502,0,0.145721459963357,0.483839224151281,0,0,0,71
"29",1,0,20,0.5,0.6,0.52585941484294,0.0210914526654415,1,0.321869946394403,0.190397668817249,0,1,0,13
"30",0,1,20,0.5,0.6,0.281422215336018,0.26317148381524,0,0.48124031389434,0.0335516415346833,1,0,1,3
"31",1,1,20,0.5,0.6,0.608189227376011,0.0106310761084481,1,0.546832667849159,0.0201317567028131,1,1,1,13
"32",0,0,20,0,0.7,-0.0346700809204689,0.571136793629923,0,-0.01047734822959,0.572122538456787,0,0,0,89
"33",1,0,20,0,0.7,0.341382654478943,0.0249641639623794,1,0.244972825854348,0.105905167854415,0,1,0,6
"34",0,1,20,0,0.7,0.121225717918918,0.255780064788988,0,-0.0222627077181217,0.0177245643007803,1,0,1,2
"35",1,1,20,0,0.7,-0.182191289056841,0.0264957032462698,1,-0.153193626294839,0.0327741718404901,1,1,1,3
"36",0,0,20,0.5,0.7,0.229725340470322,0.380490368864961,0,0.186025546462885,0.425589480112264,0,0,0,66
"37",1,0,20,0.5,0.7,0.501293890715005,0.0273810437624504,1,0.336858928824278,0.178307389529379,0,1,0,17
"38",0,1,20,0.5,0.7,0.379919310118211,0.11673237443953,0,0.478624288942761,0.0338775020207055,1,0,1,10
"39",1,1,20,0.5,0.7,0.537223656096546,0.0198937388319605,1,0.564192691324578,0.0152498401706494,1,1,1,7
"40",0,0,20,0,0.8,0.029355286164819,0.515905290231411,0,0.0354951655034386,0.507732346337422,0,0,0,89
"41",1,0,20,0,0.8,0.540372012089308,0.0144904502999569,1,0.440380402600917,0.05198735807055,0,1,0,2
"42",0,1,20,0,0.8,-0.0610139149667582,0.162578618225484,0,-0.087652786805344,0.0358308559770158,1,0,1,5
"43",1,1,20,0,0.8,-0.00556158058332068,0.0176218696804699,1,-0.0483679268666132,0.030522870487188,1,1,1,4
"44",0,0,20,0.5,0.8,0.277953985038224,0.29066878476626,0,0.199567422582666,0.392180242823012,0,0,0,53
"45",1,0,20,0.5,0.8,0.527444622582386,0.0217177528571383,1,0.307761580396052,0.229561270493763,0,1,0,20
"46",0,1,20,0.5,0.8,0.390137995661336,0.0992860140956048,0,0.51255101988045,0.0289733067541154,1,0,1,3
"47",1,1,20,0.5,0.8,0.610740009269813,0.0100269380208365,1,0.571159675888841,0.0156667338286897,1,1,1,24
"48",0,0,20,0,0.9,0.0071230140791819,0.510586658496435,0,-0.00567196317448387,0.519374422223741,0,0,0,88
"49",1,0,20,0,0.9,0.244904524241608,0.0263481547254948,1,0.130857313340913,0.180414969536378,0,1,0,4
"50",0,1,20,0,0.9,-0.130029113804773,0.386617319018347,0,-0.228038809527888,0.0278669655637229,1,0,1,7
"51",1,1,20,0,0.9,-0.595954259419392,0.00555481752019036,1,-0.46674761566907,0.0380175170215818,1,1,1,1
"52",0,0,20,0.5,0.9,0.287063748902941,0.258629235350559,0,0.215124343195094,0.370898261506402,0,0,0,41
"53",1,0,20,0.5,0.9,0.526767647182174,0.020675365859226,1,0.322926434222186,0.208193595235753,0,1,0,28
"54",0,1,20,0.5,0.9,0.391210644008154,0.0901640125905833,0,0.487966382375313,0.0296931160359234,1,0,1,4
"55",1,1,20,0.5,0.9,0.606739931787381,0.00966543029363619,1,0.583701062241058,0.0162062571376962,1,1,1,27
"56",0,0,40,0,0.3,-0.0259921925971145,0.496448099405245,0,-0.0280652184174235,0.532713690699952,0,0,0,92
"57",1,0,40,0,0.3,0.00153862403940433,0.0135030051730921,1,0.00506159513071394,0.12974211380448,0,1,0,2
"58",0,1,40,0,0.3,-0.244667394760074,0.154463718992558,0,-0.344594785183559,0.0324652589317678,1,0,1,4
"59",1,1,40,0,0.3,0.0333737094752994,0.0305439967022712,1,-0.0196078704043883,0.00916633986556116,1,1,1,2
"60",0,0,40,0.5,0.3,0.0988710589012094,0.456374441980943,0,0.0797510207512265,0.487609079917111,0,0,0,86
"61",1,0,40,0.5,0.3,0.360004173380689,0.0267948864927737,1,0.210089971778267,0.214969819258796,0,1,0,7
"62",0,1,40,0.5,0.3,0.144669881457216,0.455095467838261,0,0.383581684240368,0.016732417740979,1,0,1,4
"63",1,1,40,0.5,0.3,0.41133131172436,0.0138608067101444,1,0.388913468830559,0.0159635763074838,1,1,1,3
"64",0,0,40,0,0.4,0.00709225876702817,0.529890955136792,0,0.0018991211485297,0.525403772343359,0,0,0,95
"65",1,0,40,0,0.4,0.000921650275932967,0.0312595286040816,1,-0.0147297032260216,0.246584178040633,0,1,0,4
"66",0,1,40,0,0.4,0.211282646472252,0.190626726113596,0,0.346822618762649,0.0283435453168237,1,0,1,1
"67",0,0,40,0.5,0.4,0.132898543592869,0.416137631843524,0,0.103419404508895,0.462686723925501,0,0,0,73
"68",1,0,40,0.5,0.4,0.34567691517942,0.0329427779281203,1,0.222064697343123,0.190282972977237,0,1,0,13
"69",0,1,40,0.5,0.4,0.219801718494923,0.200344990265356,0,0.324841223151148,0.0413545483682107,1,0,1,5
"70",1,1,40,0.5,0.4,0.420634648942476,0.0105190979514865,1,0.399044611123755,0.0141576080726542,1,1,1,9
"71",0,0,40,0,0.5,0.0103982538365298,0.574335879234099,0,-0.00332375225801676,0.55607966334655,0,0,0,93
"72",1,0,40,0,0.5,0.313759940154803,0.0486587043043725,1,0.150130474698116,0.355145375727147,0,1,0,1
"73",0,1,40,0,0.5,-0.191940911748573,0.235417805916703,0,-0.432067546345465,0.00536761514037253,1,0,1,1
"74",1,1,40,0,0.5,-0.265831355523785,0.00728273363016013,1,-0.24869861303046,0.0210917482129351,1,1,1,5
"75",0,0,40,0.5,0.5,0.143035709487483,0.379182266240121,0,0.0931759113266326,0.473878595344102,0,0,0,66
"76",1,0,40,0.5,0.5,0.379524686648334,0.0199988982079506,1,0.231535570631418,0.197006753782208,0,1,0,12
"77",0,1,40,0.5,0.5,0.286688556983879,0.0744129354623944,0,0.370363358124633,0.0239098201175819,1,0,1,5
"78",1,1,40,0.5,0.5,0.409159504966573,0.013933277551644,1,0.394367645594395,0.0191987010632443,1,1,1,17
"79",0,0,40,0,0.6,0.017266780892504,0.570931866963739,0,0.0314109662958806,0.533228779267922,0,0,0,89
"80",1,0,40,0,0.6,-0.225532638434831,0.0175695405106838,1,-0.155706842075409,0.119265497412202,0,1,0,5
"81",0,1,40,0,0.6,0.0170471564243306,0.0830766703893817,0,0.0576619679394234,0.0170386935813909,1,0,1,2
"82",1,1,40,0,0.6,-0.0232089335309349,0.0246795265254494,1,-0.0243919892947037,0.0247310058195288,1,1,1,4
"83",0,0,40,0.5,0.6,0.199526353013314,0.26761356982991,0,0.144036786569918,0.425078898212489,0,0,0,44
"84",1,0,40,0.5,0.6,0.369107883300991,0.0238533086723723,1,0.244080626922108,0.147834162135054,0,1,0,27
"85",0,1,40,0.5,0.6,0.127443152576083,0.433236270843483,0,0.325974573469489,0.0401002082673274,1,0,1,1
"86",1,1,40,0.5,0.6,0.442169197289102,0.0102127209082789,1,0.408896612968383,0.0151732271214438,1,1,1,28
"87",0,0,40,0,0.7,0.0108799929686128,0.603976509771948,0,0.0161100052574564,0.594693488094803,0,0,0,91
"88",1,0,40,0,0.7,0.123980393725562,0.0289245828608284,1,0.0319461577113918,0.350463630996903,0,1,0,3
"89",0,1,40,0,0.7,-0.261848711178989,0.122171510871641,0,-0.356495868453325,0.024734362031462,1,0,1,4
"90",1,1,40,0,0.7,-0.429227251859231,0.00617100702862249,1,-0.38482831685679,0.0195274275727192,1,1,1,2
"91",0,0,40,0.5,0.7,0.201243369428293,0.267369670158186,0,0.13520971457716,0.398357563665867,0,0,0,36
"92",1,0,40,0.5,0.7,0.390767377767903,0.0178525150359154,1,0.231908359081898,0.175629435291545,0,1,0,24
"93",0,1,40,0.5,0.7,0.282726292990859,0.0879251740759556,0,0.407175445540521,0.017223090952119,1,0,1,6
